ID,SchYear,State,Sport,Boys_Schools,Girls_Schools,Boys_Participation,Girls_Participation
45071,2015/2016,MD,Badminton,18,34,212,527
45072,2015/2016,MD,Baseball,195,7,5454,12
45073,2015/2016,MD,Basketball,195,193,5591,4435
45074,2015/2016,MD,Bowling,4,4,29,27
45075,2015/2016,MD,Competitive Spirit Squad,0,0,0,0
45076,2015/2016,MD,Crew,0,0,0,0
45077,2015/2016,MD,Cross Country,184,184,3725,2836
45078,2015/2016,MD,Canoe Paddling,0,0,0,0
45079,2015/2016,MD,Bocce - Outdoor,61,60,384,484
45080,2015/2016,MD,Cycling,3,3,10,9
45081,2015/2016,MD,DANCE,0,0,0,0
45082,2015/2016,MD,"Dance Team, High Kick",0,0,0,0
45083,2015/2016,MD,"Dance Team, Jazz",0,0,0,0
45084,2015/2016,MD,Dance/Drill,0,0,0,0
45085,2015/2016,MD,Decathlon,0,0,0,0
45086,2015/2016,MD,Drill Team,0,0,0,0
45087,2015/2016,MD,Equestrian,0,0,0,0
45088,2015/2016,MD,Fencing,0,0,0,0
45089,2015/2016,MD,Field Hockey,2,124,2,3868
45090,2015/2016,MD,Figure Skating,0,0,0,0
45091,2015/2016,MD,Flag Football,0,0,0,0
45092,2015/2016,MD,Football -- 11-Player,184,13,13941,27
45093,2015/2016,MD,Football -- 6-player,0,0,0,0
45094,2015/2016,MD,Football -- 8-player,0,0,0,0
45095,2015/2016,MD,Football -- 9-player,0,0,0,0
45096,2015/2016,MD,Golf,162,135,1241,270
45097,2015/2016,MD,Gymnastics,5,13,5,350
45098,2015/2016,MD,Heptathlon,0,0,0,0
45099,2015/2016,MD,Ice Hockey,6,8,33,89
45100,2015/2016,MD,Judo,0,0,0,0
45101,2015/2016,MD,Kayaking,0,0,0,0
45102,2015/2016,MD,Lacrosse,146,137,5919,4866
45103,2015/2016,MD,Mixed 6-Coed Volleyball,0,0,0,0
45104,2015/2016,MD,Mt. Biking,0,0,0,0
45105,2015/2016,MD,Native Youth Olympics,0,0,0,0
45106,2015/2016,MD,None,0,0,0,0
45107,2015/2016,MD,Pentathlon,0,0,0,0
45108,2015/2016,MD,Riflery,0,0,0,0
45109,2015/2016,MD,Rock Climbing,0,0,0,0
45110,2015/2016,MD,Martial Arts,0,0,0,0
45111,2015/2016,MD,Rodeo,0,0,0,0
45112,2015/2016,MD,RUGBY,0,0,0,0
45113,2015/2016,MD,Rythmic Gymnastics,0,0,0,0
45114,2015/2016,MD,sailing,0,0,0,0
45115,2015/2016,MD,Skiing -- Alpine,0,0,0,0
45116,2015/2016,MD,Skiing -- Cross Country,0,0,0,0
45117,2015/2016,MD,Snowboarding,0,0,0,0
45118,2015/2016,MD,Soccer,184,175,6788,5796
45119,2015/2016,MD,Roller Hockey,0,0,0,0
45120,2015/2016,MD,Sand Volleyball,0,0,0,0
45121,2015/2016,MD,Soft Tennis,0,0,0,0
45122,2015/2016,MD,Softball -- Fast Pitch,2,191,0,4890
45123,2015/2016,MD,Softball -- Slow Pitch,0,0,0,0
45124,2015/2016,MD,Surfing,0,0,0,0
45125,2015/2016,MD,Swimming & Diving,107,107,1752,2256
45126,2015/2016,MD,Synchronized Swimming,0,0,0,0
45127,2015/2016,MD,Team Tennis,0,0,0,0
45128,2015/2016,MD,Tennis,180,180,2195,2439
45129,2015/2016,MD,Track and Field -- Indoor,176,169,5053,4511
45130,2015/2016,MD,Squash,0,0,0,0
45131,2015/2016,MD,Track and Field -- Outdoor,192,192,7020,5806
45132,2015/2016,MD,Volleyball,34,183,652,5059
45133,2015/2016,MD,Water Polo,0,0,0,0
45134,2015/2016,MD,Weight Lifting,0,0,0,0
45135,2015/2016,MD,Wrestling,179,93,4469,128
45136,2015/2016,MD,Trap Shooting,0,0,0,0
45137,2015/2016,MD,Ultimate Frisbee,0,0,0,0
45138,2015/2016,MD,Adaptive Golf,1,1,24,1
45139,2015/2016,MD,Adaptive Corn Toss,8,14,32,53
45140,2015/2016,MD,Adaptive Tennis,70,72,370,429
45141,2015/2016,MD,Adaptive Strength Training,17,17,11,73
45142,2015/2016,MD,Adaptive Handball,14,14,178,53
45143,2015/2016,TX,Adapted Basketball,0,0,0,0
45144,2015/2016,TX,Adapted Bowling,0,0,0,0
45145,2015/2016,TX,Adapted Floor Hockey,0,0,0,0
45146,2015/2016,TX,Adapted Soccer,0,0,0,0
45147,2015/2016,TX,Adapted Softball,0,0,0,0
45148,2015/2016,TX,Adapted Track,21,9,21,9
45149,2015/2016,TX,Adapted Bocce - Indoor,0,0,0,0
45150,2015/2016,TX,Adapted Volleyball,0,0,0,0
45151,2015/2016,TX,Adaptive Golf,0,0,0,0
45152,2015/2016,TX,Adaptive Corn Toss,0,0,0,0
45153,2015/2016,TX,Air Riflery,0,0,0,0
45154,2015/2016,TX,Archery,0,0,0,0
45155,2015/2016,TX,Badminton,0,0,0,0
45156,2015/2016,TX,Baseball,1126,0,47684,241
45157,2015/2016,TX,Basketball,1299,1297,70675,68013
45158,2015/2016,TX,Bowling,0,0,0,0
45159,2015/2016,TX,Bocce - Outdoor,0,0,0,0
45160,2015/2016,TX,Adaptive Tennis,0,0,0,0
45161,2015/2016,TX,Adaptive Strength Training,0,0,0,0
45162,2015/2016,TX,Adaptive Handball,0,0,0,0
45163,2015/2016,TX,Competitive Spirit Squad,0,0,0,0
45164,2015/2016,TX,Crew,0,0,0,0
45165,2015/2016,TX,Cross Country,1279,1283,23561,23547
45166,2015/2016,TX,DANCE,0,0,0,0
45167,2015/2016,TX,"Dance Team, High Kick",0,0,0,0
45168,2015/2016,TX,"Dance Team, Jazz",0,0,0,0
45169,2015/2016,TX,Dance/Drill,0,0,0,0
45170,2015/2016,TX,Decathlon,0,0,0,0
45171,2015/2016,TX,Canoe Paddling,0,0,0,0
45172,2015/2016,TX,Cycling,0,0,0,0
45173,2015/2016,TX,Drill Team,0,0,0,0
45174,2015/2016,TX,Equestrian,0,0,0,0
45175,2015/2016,TX,Fencing,0,0,0,0
45176,2015/2016,TX,Field Hockey,0,0,0,0
45177,2015/2016,TX,Flag Football,0,0,0,0
45178,2015/2016,TX,Football -- 11-Player,1064,0,163835,178
45179,2015/2016,TX,Football -- 6-player,137,0,3312,0
45180,2015/2016,TX,Football -- 8-player,0,0,0,0
45181,2015/2016,TX,Football -- 9-player,0,0,0,0
45182,2015/2016,TX,Figure Skating,0,0,0,0
45183,2015/2016,CA,Adaptive Golf,0,0,0,0
45184,2015/2016,CA,Adaptive Corn Toss,0,0,0,0
45185,2015/2016,CA,Adaptive Tennis,0,0,0,0
45186,2015/2016,CA,Adaptive Strength Training,0,0,0,0
45187,2015/2016,CA,Adaptive Handball,0,0,0,0
45188,2015/2016,TX,Golf,1175,1165,13627,8269
45189,2015/2016,TX,Gymnastics,0,0,0,0
45190,2015/2016,TX,Heptathlon,0,0,0,0
45191,2015/2016,TX,Ice Hockey,0,0,0,0
45192,2015/2016,TX,Judo,0,0,0,0
45193,2015/2016,TX,Kayaking,0,0,0,0
45194,2015/2016,TX,Lacrosse,0,0,0,0
45195,2015/2016,TX,Mixed 6-Coed Volleyball,0,0,0,0
45196,2015/2016,TX,Mt. Biking,0,0,0,0
45197,2015/2016,TX,Martial Arts,0,0,0,0
45198,2015/2016,TX,Native Youth Olympics,0,0,0,0
45199,2015/2016,TX,None,0,0,0,0
45200,2015/2016,TX,Pentathlon,0,0,0,0
45201,2015/2016,TX,Riflery,0,0,0,0
45202,2015/2016,TX,Rock Climbing,0,0,0,0
45203,2015/2016,TX,Rodeo,0,0,0,0
45204,2015/2016,TX,RUGBY,0,0,0,0
45205,2015/2016,TX,Rythmic Gymnastics,0,0,0,0
45206,2015/2016,TX,sailing,0,0,0,0
45207,2015/2016,TX,Roller Hockey,0,0,0,0
45208,2015/2016,TX,Skiing -- Alpine,0,0,0,0
45209,2015/2016,TX,Skiing -- Cross Country,0,0,0,0
45210,2015/2016,TX,Snowboarding,0,0,0,0
45211,2015/2016,TX,Soccer,620,615,37989,30175
45212,2015/2016,TX,Soft Tennis,0,0,0,0
45213,2015/2016,TX,Softball -- Fast Pitch,0,1105,0,33920
45214,2015/2016,TX,Softball -- Slow Pitch,0,0,0,0
45215,2015/2016,TX,Surfing,0,0,0,0
45216,2015/2016,TX,Sand Volleyball,0,0,0,0
45217,2015/2016,TX,Squash,0,0,0,0
45218,2015/2016,TX,Swimming & Diving,483,485,11827,11920
45219,2015/2016,TX,Synchronized Swimming,0,0,0,0
45220,2015/2016,TX,Team Tennis,654,654,13368,12614
45221,2015/2016,TX,Tennis,1148,1145,21012,19975
45222,2015/2016,TX,Track and Field -- Indoor,0,0,0,0
45223,2015/2016,TX,Track and Field -- Outdoor,1311,1311,72529,59872
45224,2015/2016,TX,Volleyball,0,1103,0,45562
45225,2015/2016,TX,Water Polo,0,0,0,0
45226,2015/2016,TX,Trap Shooting,0,0,0,0
45227,2015/2016,TX,Ultimate Frisbee,0,0,0,0
45228,2015/2016,TX,Weight Lifting,0,0,0,0
45229,2015/2016,TX,Wrestling,299,285,11327,4013
45230,2015/2016,NY,Adapted Basketball,0,0,0,0
45231,2015/2016,NY,Adapted Bowling,0,0,0,0
45232,2015/2016,NY,Adapted Floor Hockey,0,0,0,0
45233,2015/2016,NY,Adapted Soccer,0,0,0,0
45234,2015/2016,NY,Adapted Softball,0,0,0,0
45235,2015/2016,NY,Adapted Track,0,0,0,0
45236,2015/2016,NY,Adapted Bocce - Indoor,0,0,0,0
45237,2015/2016,NY,Adapted Volleyball,0,0,0,0
45238,2015/2016,NY,Adaptive Golf,0,0,0,0
45239,2015/2016,NY,Adaptive Corn Toss,0,0,0,0
45240,2015/2016,NY,Air Riflery,0,0,0,0
45241,2015/2016,NY,Archery,0,0,0,0
45242,2015/2016,NY,Badminton,25,52,502,1566
45243,2015/2016,NY,Baseball,725,0,20437,0
45244,2015/2016,NY,Basketball,758,725,20087,16302
45245,2015/2016,NY,Bowling,366,327,4002,3022
45246,2015/2016,NY,Bocce - Outdoor,0,0,0,0
45247,2015/2016,NY,Adaptive Tennis,0,0,0,0
45248,2015/2016,NY,Adaptive Strength Training,0,0,0,0
45249,2015/2016,NY,Adaptive Handball,0,0,0,0
45250,2015/2016,NY,Competitive Spirit Squad,0,553,68,12081
45251,2015/2016,NY,Crew,0,0,0,0
45252,2015/2016,NY,Cross Country,579,587,9863,7874
45253,2015/2016,NY,DANCE,0,0,0,0
45254,2015/2016,NY,"Dance Team, High Kick",0,0,0,0
45255,2015/2016,NY,"Dance Team, Jazz",0,0,0,0
45256,2015/2016,NY,Dance/Drill,0,0,0,0
45257,2015/2016,NY,Decathlon,0,0,0,0
45258,2015/2016,NY,Canoe Paddling,0,0,0,0
45259,2015/2016,NY,Cycling,0,0,0,0
45260,2015/2016,NY,Drill Team,0,0,0,0
45261,2015/2016,NY,Equestrian,0,0,0,0
45262,2015/2016,NY,Fencing,28,29,563,574
45263,2015/2016,NY,Field Hockey,0,227,71,7241
45264,2015/2016,NY,Flag Football,0,0,0,0
45265,2015/2016,NY,Football -- 11-Player,548,0,32387,0
45266,2015/2016,NY,Football -- 6-player,0,0,0,0
45267,2015/2016,NY,Football -- 8-player,0,0,0,0
45268,2015/2016,NY,Football -- 9-player,0,0,0,0
45269,2015/2016,NY,Figure Skating,0,0,0,0
45270,2015/2016,NY,Golf,558,175,6867,1978
45271,2015/2016,NY,Gymnastics,0,108,10,1457
45272,2015/2016,NY,Heptathlon,0,0,0,0
45273,2015/2016,NY,Ice Hockey,144,30,2988,528
45274,2015/2016,NY,Judo,0,0,0,0
45275,2015/2016,NY,Kayaking,0,0,0,0
45276,2015/2016,NY,Lacrosse,332,316,15467,12085
45277,2015/2016,NY,Mixed 6-Coed Volleyball,0,0,0,0
45278,2015/2016,NY,Mt. Biking,0,0,0,0
45279,2015/2016,NY,Martial Arts,0,0,0,0
45280,2015/2016,NY,Native Youth Olympics,0,0,0,0
45281,2015/2016,NY,None,0,0,0,0
45282,2015/2016,NY,Pentathlon,0,0,0,0
45283,2015/2016,NY,Riflery,19,11,198,82
45284,2015/2016,NY,Rock Climbing,0,0,0,0
45285,2015/2016,NY,Rodeo,0,0,0,0
45286,2015/2016,NY,RUGBY,0,0,0,0
45287,2015/2016,NY,Rythmic Gymnastics,0,0,0,0
45288,2015/2016,NY,sailing,0,0,0,0
45289,2015/2016,NY,Roller Hockey,0,0,0,0
45290,2015/2016,NY,Skiing -- Alpine,75,73,656,560
45291,2015/2016,NY,Skiing -- Cross Country,38,35,405,413
45292,2015/2016,NY,Snowboarding,0,0,0,0
45293,2015/2016,NY,Soccer,668,691,22902,21080
45294,2015/2016,NY,Soft Tennis,0,0,0,0
45295,2015/2016,NY,Softball -- Fast Pitch,0,682,66,16225
45296,2015/2016,NY,Softball -- Slow Pitch,0,0,0,0
45297,2015/2016,NY,Surfing,0,0,0,0
45298,2015/2016,NY,Sand Volleyball,0,0,0,0
45299,2015/2016,NY,Squash,0,0,0,0
45300,2015/2016,NY,Swimming & Diving,295,321,5440,6848
45301,2015/2016,NY,Synchronized Swimming,0,0,0,0
45302,2015/2016,NY,Team Tennis,0,0,0,0
45303,2015/2016,NY,Tennis,481,421,8684,8463
45304,2015/2016,NY,Track and Field -- Indoor,449,443,13658,13029
45305,2015/2016,NY,Track and Field -- Outdoor,672,674,23235,22002
45306,2015/2016,NY,Volleyball,173,634,3888,15137
45307,2015/2016,NY,Water Polo,0,0,0,0
45308,2015/2016,NY,Trap Shooting,0,0,0,0
45309,2015/2016,NY,Ultimate Frisbee,0,0,0,0
45310,2015/2016,NY,Weight Lifting,0,0,0,0
45311,2015/2016,NY,Wrestling,508,0,11521,260
45312,2015/2016,KY,Adaptive Golf,0,0,0,0
45313,2015/2016,KY,Adaptive Corn Toss,0,0,0,0
45314,2015/2016,KY,Adaptive Tennis,0,0,0,0
45315,2015/2016,KY,Adaptive Strength Training,0,0,0,0
45316,2015/2016,KY,Adaptive Handball,0,0,0,0
45317,2015/2016,MT,Adapted Basketball,0,0,0,0
45318,2015/2016,MT,Adapted Bowling,0,0,0,0
45319,2015/2016,MT,Adapted Floor Hockey,0,0,0,0
45320,2015/2016,MT,Adapted Soccer,0,0,0,0
45321,2015/2016,MT,Adapted Softball,0,0,0,0
45322,2015/2016,MT,Adapted Track,0,0,0,0
45323,2015/2016,MT,Adapted Bocce - Indoor,0,0,0,0
45324,2015/2016,MT,Adapted Volleyball,0,0,0,0
45325,2015/2016,MT,Adaptive Golf,0,0,0,0
45326,2015/2016,MT,Adaptive Corn Toss,0,0,0,0
45327,2015/2016,MT,Air Riflery,0,0,0,0
45328,2015/2016,MT,Archery,0,0,0,0
45329,2015/2016,MT,Badminton,0,0,0,0
45330,2015/2016,MT,Baseball,0,0,0,0
45331,2015/2016,MT,Basketball,174,172,3382,2903
45332,2015/2016,MT,Bowling,0,0,0,0
45333,2015/2016,MT,Bocce - Outdoor,0,0,0,0
45334,2015/2016,MT,Adaptive Tennis,0,0,0,0
45335,2015/2016,MT,Adaptive Strength Training,0,0,0,0
45336,2015/2016,MT,Adaptive Handball,0,0,0,0
45337,2015/2016,MT,Competitive Spirit Squad,0,0,0,0
45338,2015/2016,MT,Crew,0,0,0,0
45339,2015/2016,MT,Cross Country,109,108,1151,1001
45340,2015/2016,MT,DANCE,0,0,0,0
45341,2015/2016,MT,"Dance Team, High Kick",0,0,0,0
45342,2015/2016,MT,"Dance Team, Jazz",0,0,0,0
45343,2015/2016,MT,Dance/Drill,0,0,0,0
45344,2015/2016,MT,Decathlon,0,0,0,0
45345,2015/2016,MT,Canoe Paddling,0,0,0,0
45346,2015/2016,MT,Cycling,0,0,0,0
45347,2015/2016,MT,Drill Team,0,0,0,0
45348,2015/2016,MT,Equestrian,0,0,0,0
45349,2015/2016,MT,Fencing,0,0,0,0
45350,2015/2016,MT,Field Hockey,0,0,0,0
45351,2015/2016,MT,Flag Football,0,0,0,0
45352,2015/2016,MT,Football -- 11-Player,85,5,4186,6
45353,2015/2016,MT,Football -- 6-player,42,0,417,0
45354,2015/2016,MT,Football -- 8-player,40,1,744,1
45355,2015/2016,MT,Football -- 9-player,0,0,0,0
45356,2015/2016,MT,Figure Skating,0,0,0,0
45357,2015/2016,MT,Golf,97,92,927,470
45358,2015/2016,MT,Gymnastics,0,0,0,0
45359,2015/2016,MT,Heptathlon,0,0,0,0
45360,2015/2016,MT,Ice Hockey,0,0,0,0
45361,2015/2016,MT,Judo,0,0,0,0
45362,2015/2016,MT,Kayaking,0,0,0,0
45363,2015/2016,MT,Lacrosse,0,0,0,0
45364,2015/2016,MT,Mixed 6-Coed Volleyball,0,0,0,0
45365,2015/2016,MT,Mt. Biking,0,0,0,0
45366,2015/2016,MT,Martial Arts,0,0,0,0
45367,2015/2016,MT,Native Youth Olympics,0,0,0,0
45368,2015/2016,MT,None,0,0,0,0
45369,2015/2016,MT,Pentathlon,0,0,0,0
45370,2015/2016,MT,Riflery,0,0,0,0
45371,2015/2016,MT,Rock Climbing,0,0,0,0
45372,2015/2016,MT,Rodeo,0,0,0,0
45373,2015/2016,MT,RUGBY,0,0,0,0
45374,2015/2016,MT,Rythmic Gymnastics,0,0,0,0
45375,2015/2016,MT,sailing,0,0,0,0
45376,2015/2016,MT,Roller Hockey,0,0,0,0
45377,2015/2016,MT,Skiing -- Alpine,0,0,0,0
45378,2015/2016,MT,Skiing -- Cross Country,0,0,0,0
45379,2015/2016,MT,Snowboarding,0,0,0,0
45380,2015/2016,MT,Soccer,30,31,871,835
45381,2015/2016,MT,Soft Tennis,0,0,0,0
45382,2015/2016,MT,Softball -- Fast Pitch,0,64,0,1215
45383,2015/2016,MT,Softball -- Slow Pitch,0,0,0,0
45384,2015/2016,MT,Surfing,0,0,0,0
45385,2015/2016,MT,Sand Volleyball,0,0,0,0
45386,2015/2016,MT,Squash,0,0,0,0
45387,2015/2016,MT,Swimming & Diving,20,22,220,350
45388,2015/2016,MT,Synchronized Swimming,0,0,0,0
45389,2015/2016,MT,Team Tennis,0,0,0,0
45390,2015/2016,MT,Tennis,43,60,752,1000
45391,2015/2016,MT,Track and Field -- Indoor,0,0,0,0
45392,2015/2016,MT,Track and Field -- Outdoor,168,167,3386,2519
45393,2015/2016,MT,Volleyball,0,165,0,3490
45394,2015/2016,MT,Water Polo,0,0,0,0
45395,2015/2016,MT,Trap Shooting,0,0,0,0
45396,2015/2016,MT,Ultimate Frisbee,0,0,0,0
45397,2015/2016,MT,Weight Lifting,0,0,0,0
45398,2015/2016,MT,Wrestling,87,13,1382,22
45399,2015/2016,KY,Flag Football,0,0,0,0
45400,2015/2016,KY,Football -- 11-Player,221,0,14305,31
45401,2015/2016,KY,Football -- 6-player,0,0,0,0
45402,2015/2016,KY,Football -- 8-player,0,0,0,0
45403,2015/2016,KY,Football -- 9-player,0,0,0,0
45404,2015/2016,KY,Golf,243,211,2210,1246
45405,2015/2016,KY,Gymnastics,0,0,0,0
45406,2015/2016,KY,Heptathlon,0,0,0,0
45407,2015/2016,KY,Ice Hockey,0,0,0,0
45408,2015/2016,KY,Judo,0,0,0,0
45409,2015/2016,KY,Kayaking,0,0,0,0
45410,2015/2016,KY,Lacrosse,17,18,588,788
45411,2015/2016,KY,Mixed 6-Coed Volleyball,0,0,0,0
45412,2015/2016,KY,Mt. Biking,0,0,0,0
45413,2015/2016,KY,Martial Arts,0,0,0,0
45414,2015/2016,KY,Native Youth Olympics,0,0,0,0
45415,2015/2016,KY,None,0,0,0,0
45416,2015/2016,KY,Pentathlon,0,0,0,0
45417,2015/2016,KY,Riflery,0,0,0,0
45418,2015/2016,KY,Rock Climbing,0,0,0,0
45419,2015/2016,KY,Rodeo,0,0,0,0
45420,2015/2016,KY,RUGBY,0,0,0,0
45421,2015/2016,KY,Rythmic Gymnastics,0,0,0,0
45422,2015/2016,KY,sailing,0,0,0,0
45423,2015/2016,KY,Roller Hockey,0,0,0,0
45424,2015/2016,KY,Skiing -- Alpine,0,0,0,0
45425,2015/2016,KY,Skiing -- Cross Country,0,0,0,0
45426,2015/2016,KY,Snowboarding,0,0,0,0
45427,2015/2016,KY,Soccer,193,197,6485,6016
45428,2015/2016,KY,Soft Tennis,0,0,0,0
45429,2015/2016,KY,Softball -- Fast Pitch,0,259,0,5846
45430,2015/2016,KY,Softball -- Slow Pitch,0,0,0,0
45431,2015/2016,KY,Surfing,0,0,0,0
45432,2015/2016,KY,Sand Volleyball,0,0,0,0
45433,2015/2016,KY,Squash,0,0,0,0
45434,2015/2016,KY,Swimming & Diving,132,135,1460,2096
45435,2015/2016,KY,Synchronized Swimming,0,0,0,0
45436,2015/2016,KY,Team Tennis,0,0,0,0
45437,2015/2016,KY,Tennis,210,212,2132,2549
45438,2015/2016,KY,Track and Field -- Indoor,0,0,0,0
45439,2015/2016,KY,Track and Field -- Outdoor,248,248,6318,5332
45440,2015/2016,KY,Volleyball,0,259,0,6366
45441,2015/2016,KY,Water Polo,0,0,0,0
45442,2015/2016,KY,Trap Shooting,0,0,0,0
45443,2015/2016,KY,Ultimate Frisbee,0,0,0,0
45444,2015/2016,KY,Weight Lifting,0,0,0,0
45445,2015/2016,KY,Wrestling,102,0,1880,33
45446,2015/2016,NC,Adapted Basketball,0,0,0,0
45447,2015/2016,NC,Adapted Bowling,0,0,0,0
45448,2015/2016,NC,Adapted Floor Hockey,0,0,0,0
45449,2015/2016,NC,Adapted Soccer,0,0,0,0
45450,2015/2016,NC,Adapted Softball,0,0,0,0
45451,2015/2016,NC,Adapted Track,0,0,0,0
45452,2015/2016,NC,Adapted Bocce - Indoor,0,0,0,0
45453,2015/2016,NC,Adapted Volleyball,0,0,0,0
45454,2015/2016,NC,Adaptive Golf,0,0,0,0
45455,2015/2016,NC,Adaptive Corn Toss,0,0,0,0
45456,2015/2016,NC,Air Riflery,0,0,0,0
45457,2015/2016,NC,Archery,0,0,0,0
45458,2015/2016,NC,Badminton,0,0,0,0
45459,2015/2016,NC,Baseball,392,0,11155,0
45460,2015/2016,NC,Basketball,401,403,10876,8182
45461,2015/2016,NC,Bowling,0,0,0,0
45462,2015/2016,NC,Bocce - Outdoor,0,0,0,0
45463,2015/2016,NC,Adaptive Tennis,0,0,0,0
45464,2015/2016,NC,Adaptive Strength Training,0,0,0,0
45465,2015/2016,NC,Adaptive Handball,0,0,0,0
45466,2015/2016,NC,Competitive Spirit Squad,0,392,0,20601
45467,2015/2016,NC,Crew,0,0,0,0
45468,2015/2016,NC,Cross Country,381,378,6619,5444
45469,2015/2016,NC,DANCE,0,0,0,0
45470,2015/2016,NC,"Dance Team, High Kick",0,0,0,0
45471,2015/2016,NC,"Dance Team, Jazz",0,0,0,0
45472,2015/2016,NC,Dance/Drill,0,0,0,0
45473,2015/2016,NC,Decathlon,0,0,0,0
45474,2015/2016,NC,Canoe Paddling,0,0,0,0
45475,2015/2016,NC,Cycling,0,0,0,0
45476,2015/2016,NC,Drill Team,0,0,0,0
45477,2015/2016,NC,Equestrian,0,0,0,0
45478,2015/2016,NC,Fencing,0,0,0,0
45479,2015/2016,NC,Field Hockey,0,,0,
45480,2015/2016,NC,Flag Football,0,0,0,0
45481,2015/2016,NC,Football -- 11-Player,378,0,29485,0
45482,2015/2016,NC,Football -- 6-player,0,0,0,0
45483,2015/2016,NC,Football -- 8-player,0,0,0,0
45484,2015/2016,NC,Football -- 9-player,0,0,0,0
45485,2015/2016,NC,Figure Skating,0,0,0,0
45486,2015/2016,NC,Golf,357,242,3164,1311
45487,2015/2016,NC,Gymnastics,0,,0,
45488,2015/2016,NC,Heptathlon,0,0,0,0
45489,2015/2016,NC,Ice Hockey,0,0,0,0
45490,2015/2016,NC,Judo,0,0,0,0
45491,2015/2016,NC,Kayaking,0,0,0,0
45492,2015/2016,NC,Lacrosse,96,74,3738,2197
45493,2015/2016,NC,Mixed 6-Coed Volleyball,0,0,0,0
45494,2015/2016,NC,Mt. Biking,0,0,0,0
45495,2015/2016,NC,Martial Arts,0,0,0,0
45496,2015/2016,NC,Native Youth Olympics,0,0,0,0
45497,2015/2016,NC,None,0,0,0,0
45498,2015/2016,NC,Pentathlon,0,0,0,0
45499,2015/2016,NC,Riflery,0,0,0,0
45500,2015/2016,NC,Rock Climbing,0,0,0,0
45501,2015/2016,NC,Rodeo,0,0,0,0
45502,2015/2016,NC,RUGBY,0,0,0,0
45503,2015/2016,NC,Rythmic Gymnastics,0,0,0,0
45504,2015/2016,NC,sailing,0,0,0,0
45505,2015/2016,NC,Roller Hockey,0,0,0,0
45506,2015/2016,NC,Skiing -- Alpine,0,0,0,0
45507,2015/2016,NC,Skiing -- Cross Country,0,0,0,0
45508,2015/2016,NC,Snowboarding,0,0,0,0
45509,2015/2016,NC,Soccer,383,362,11950,10227
45510,2015/2016,NC,Soft Tennis,0,0,0,0
45511,2015/2016,NC,Softball -- Fast Pitch,0,388,0,7768
45512,2015/2016,NC,Softball -- Slow Pitch,0,0,0,0
45513,2015/2016,NC,Surfing,0,0,0,0
45514,2015/2016,NC,Sand Volleyball,0,0,0,0
45515,2015/2016,NC,Squash,0,0,0,0
45516,2015/2016,NC,Swimming & Diving,289,290,3767,4754
45517,2015/2016,NC,Synchronized Swimming,0,0,0,0
45518,2015/2016,NC,Team Tennis,0,0,0,0
45519,2015/2016,NC,Tennis,324,344,3968,4223
45520,2015/2016,NC,Track and Field -- Indoor,246,250,5440,4837
45521,2015/2016,NC,Track and Field -- Outdoor,395,387,14718,10178
45522,2015/2016,NC,Volleyball,0,402,0,9337
45523,2015/2016,NC,Water Polo,0,0,0,0
45524,2015/2016,NC,Trap Shooting,0,0,0,0
45525,2015/2016,NC,Ultimate Frisbee,0,0,0,0
45526,2015/2016,NC,Weight Lifting,0,0,0,0
45527,2015/2016,NC,Wrestling,335,0,8645,0
45528,2015/2016,TN,Adapted Basketball,0,0,0,0
45529,2015/2016,TN,Adapted Bowling,0,0,0,0
45530,2015/2016,TN,Adapted Floor Hockey,0,0,0,0
45531,2015/2016,TN,Adapted Soccer,0,0,0,0
45532,2015/2016,TN,Adapted Softball,0,0,0,0
45533,2015/2016,TN,Adapted Track,0,0,0,0
45534,2015/2016,TN,Adapted Bocce - Indoor,0,0,0,0
45535,2015/2016,TN,Adapted Volleyball,0,0,0,0
45536,2015/2016,TN,Adaptive Golf,0,0,0,0
45537,2015/2016,TN,Adaptive Corn Toss,0,0,0,0
45538,2015/2016,TN,Air Riflery,0,0,0,0
45539,2015/2016,TN,Archery,0,0,0,0
45540,2015/2016,TN,Badminton,0,0,0,0
45541,2015/2016,TN,Baseball,373,0,9020,0
45542,2015/2016,TN,Basketball,391,389,8824,6194
45543,2015/2016,TN,Bowling,148,134,1403,1096
45544,2015/2016,TN,Bocce - Outdoor,0,0,0,0
45545,2015/2016,TN,Adaptive Tennis,0,0,0,0
45546,2015/2016,TN,Adaptive Strength Training,0,0,0,0
45547,2015/2016,TN,Adaptive Handball,0,0,0,0
45548,2015/2016,TN,Competitive Spirit Squad,0,0,0,0
45549,2015/2016,TN,Crew,0,0,0,0
45550,2015/2016,TN,Cross Country,311,308,4110,3151
45551,2015/2016,TN,DANCE,0,0,0,0
45552,2015/2016,TN,"Dance Team, High Kick",0,0,0,0
45553,2015/2016,TN,"Dance Team, Jazz",0,0,0,0
45554,2015/2016,TN,Dance/Drill,0,0,0,0
45555,2015/2016,TN,Decathlon,0,0,0,0
45556,2015/2016,TN,Canoe Paddling,0,0,0,0
45557,2015/2016,TN,Cycling,0,0,0,0
45558,2015/2016,TN,Drill Team,0,0,0,0
45559,2015/2016,TN,Equestrian,0,0,0,0
45560,2015/2016,TN,Fencing,0,0,0,0
45561,2015/2016,TN,Field Hockey,0,0,0,0
45562,2015/2016,TN,Flag Football,0,0,0,0
45563,2015/2016,TN,Football -- 11-Player,363,0,22943,0
